stID,stName,Lat,Long,Elev,Network,stType,Precip_1h
UWIC2,UPPER_WILLIAMS_CANYON_MET_ABOVE_MANITOU_SPRINGS_2N,38.8933,-104.9139,2417,HADS,MesoWest,0
VALC2,VALLECITO,37.49,-107.51,3316,SNOTEL,MesoWest,0
VBMC2,VAN_BREMER_ARROYO_NEAR_MODEL_16_ESE,37.3456,-103.9575,1537,HADS,MesoWest,0
VLMC2,VAIL_MOUNTAIN,39.62,-106.38,3139,SNOTEL,MesoWest,0
WCSC2,WOLF_CREEK_SUMMIT,37.48,-106.8,3353,SNOTEL,MesoWest,0
WLBC2,WILD_BASIN,40.2,-105.6,2914,SNOTEL,MesoWest,0
WLLC2,WILLOW_CREEK_PASS,40.35,-106.09,2908,SNOTEL,MesoWest,0
WPKW4,WHISKEY_PARK,41,-106.91,2728,SNOTEL,MesoWest,0
WPRC2,WILLOW_PARK,40.43,-105.73,3261,SNOTEL,MesoWest,0
WSKC2,WHISKEY_CK,37.21,-105.12,3115,SNOTEL,MesoWest,0
WSVC2,ARKANSAS_RIVER_NEAR_WELLESVILLE_NEAR_SALIDA_4SE,38.5025,-105.9392,2115,HADS,MesoWest,0
YHMC2,YOUNG_HOLLOW_MET_STATION_AT_FORT_CARSON,38.5192,-104.7203,1632,HADS,MesoWest,0
ZIRC2,ZIRKEL,40.79,-106.6,2847,SNOTEL,MesoWest,2.6
U100,Carr_St,39.805,-105.091,1622.1456,UDFCD,Alert,0
U1000,Maple_Grove_Res,39.7554,-105.1368,1682.1912,UDFCD,Alert,0
U1010,Denver_West,39.732,-105.1520,1731.264,UDFCD,Alert,14.6685
U1030,NREL_SERI,39.741,-105.176,1828.8,UDFCD,Alert,15.1765
U1040,Lena_at_Hwy_6,39.725,-105.193,1804.416,UDFCD,Alert,5.6515
U1050,Fairgrounds,39.7189,-105.1678,1804.416,UDFCD,Alert,13.6525
U1060,Apex,39.71,-105.212,1956.816,UDFCD,Alert,2.286
U110,Ralston_Res,39.823,-105.246,1843.4304,UDFCD,Alert,0
U1100,Louisville_Dwy,39.973,-105.156,1665.4272,UDFCD,Alert,0
U1110,Gunbarrel,40.074,-105.178,1592.58,UDFCD,Alert,0
U120,Croke_Pump_Stn,39.82,-105.173,1703.832,UDFCD,Alert,1.27
U1200,Broomfield_3207,39.928,-105.064,1630.68,UDFCD,Alert,0
U1300,Hidden_Lake,39.818,-105.035,1612.392,UDFCD,Alert,3.81
U1310,Little_Dry_Creek_at_64th,39.813,-105.013,1609.344,UDFCD,Alert,2.54
U1320,SPR_at_Mausoleum,39.722,-105.01,1609.344,UDFCD,Alert,0
U1330,Roslyn,39.797,-104.901,1613.3064,UDFCD,Alert,0
U1340,Sanderson_Gulch,39.684,-105.05,1652.3208,UDFCD,Alert,0
U1350,Chatfield_Dam,39.557,-105.078,1697.4312,UDFCD,Alert,0
U1360,Denver_Zoo,39.751,-104.954,1605.0768,UDFCD,Alert,0
U1370,Fire_Station_13,39.581,-105.138,1795.272,UDFCD,Alert,0
U140,Blue_Mountain,39.87,-105.297,2453.64,UDFCD,Alert,0
U1400,Upper_Sloan,39.754,-105.079,1655.3688,UDFCD,Alert,0.508
U1420,Diamond_Hill,39.754,-105.016,1602.0288,UDFCD,Alert,0
U1440,Elbert_Wx,39.245,-104.589,2087.88,UDFCD,Alert,0
U1460,Urban_Farm,39.769,-104.867,1619.0976,UDFCD,Alert,0
U1480,DIA_at_Third_Creek,39.892,-104.732,1602.6384,UDFCD,Alert,0
U150,Nott_Creek,39.852,-105.366,2389.632,UDFCD,Alert,4.572
U1500,Powers_Park,39.616,-104.997,1663.9032,UDFCD,Alert,0
U1520,Marston_Lake,39.6385,-105.0625,1524,UDFCD,Alert,0
U1530,Bear_Creek_at_Lowell,39.653,-105.033,1641.9576,UDFCD,Alert,0
U1600,Englewood_Dam,39.589,-104.918,1702.308,UDFCD,Alert,0
U1620,Slaughterhouse,39.6082,-104.9861,2255.52,UDFCD,Alert,0
U1640,SPR_at_Union_Ave,39.188,-104.778,2190.9024,UDFCD,Alert,0
U1660,SPR_at_Henderson,39.922,-104.867,1531.62,UDFCD,Alert,0
U1710,Shop_Creek,39.631,-104.828,1725.4728,UDFCD,Alert,0
U1720,Cherry_Ck_at_Steele,39.713,-104.949,1618.488,UDFCD,Alert,0
U1800,Sand_Creek_Park,39.757,-104.831,1624.584,UDFCD,Alert,0
U1810,Sand_Creek_Mouth,39.8098,-104.9507,1569.72,UDFCD,Alert,0
U1900,Niver_Detention,39.857,-104.988,1608.7344,UDFCD,Alert,2.794
U1920,Brighton,39.991,-104.826,1516.38,UDFCD,Alert,0
U200,Leyden_Reservoir,39.84,-105.167,1707.7944,UDFCD,Alert,1.778
U210,Leyden_Conf.,39.8235,-105.127,1655.064,UDFCD,Alert,3.048
U2190,Squaw_Mountain,39.68,-105.494,3474.72,UDFCD,Alert,0
U220,Upper_Leyden,39.8446,-105.2351,1828.8,UDFCD,Alert,0
U2210,Hiwan,39.672,-105.347,2331.72,UDFCD,Alert,0
U2230,Bear_Creek_at_Cub,39.632,-105.321,2139.696,UDFCD,Alert,7.1755
U2240,Cold_Spring_Glch,39.666,-105.275,2028.444,UDFCD,Alert,2.794
U2250,Rosedale,39.638,-105.381,2228.088,UDFCD,Alert,0.254
U2260,Brook_Forest,39.582,-105.397,2542.032,UDFCD,Alert,0
U2270,Cub_Ck_below_Blue,39.594,-105.343,2281.428,UDFCD,Alert,3.048
U2280,Kinney_Peak,39.601,-105.296,2346.96,UDFCD,Alert,3.302
U2310,Genesee_Village,39.702,-105.264,2243.328,UDFCD,Alert,0
U2320,Choke_Cherry_Res,39.696,-105.275,2395.728,UDFCD,Alert,1.016
U2330,Morrison,39.653,-105.195,1764.792,UDFCD,Alert,0
U2340,El_Rancho,39.702,-105.33,2340.864,UDFCD,Alert,3.556
U2350,Idledale,39.671,-105.241,2054.352,UDFCD,Alert,3.81
U2360,Indian_Hills,39.637,-105.264,2217.42,UDFCD,Alert,0.762
U2370,Red_Rocks,39.68,-105.197,1856.232,UDFCD,Alert,1.524
U2710,Highlands_Ranch_WTP,39.562,-105.019,1691.64,UDFCD,Alert,0
U2840,Sulphur_Gulch,39.517,-104.746,1815.3888,UDFCD,Alert,0
U300,Van_Bibber_Park,39.795,-105.146,1684.02,UDFCD,Alert,2.794
U310,Guy_Hill,39.797,-105.331,2535.936,UDFCD,Alert,0
U320,Sports_Complex,39.802,-105.118,1652.016,UDFCD,Alert,0
U330,Van_Bibber_at_93,39.802,-105.224,1789.7856,UDFCD,Alert,0
U400,Montview_Park,39.7472,-104.8797,1616.3544,UDFCD,Alert,0
U4010,Crescent_Rain,39.922,-105.354,2365.248,UDFCD,Alert,1.016
U4020,Rio_Grande_Rain,39.922,-105.327,2234.184,UDFCD,Alert,0
U4030,Red_Garden_Rain,39.9318,-105.2947,1938.528,UDFCD,Alert,0
U4040,Martin_Gulch,39.9414,-105.3146,1987.296,UDFCD,Alert,0
U4050,Walker_Ranch,39.952,-105.339,2231.136,UDFCD,Alert,0.762
U4060,Lakeshore,39.9571,-105.3611,2346.96,UDFCD,Alert,1.524
U4070,Bear_Peak,39.971,-105.308,2281.7328,UDFCD,Alert,0
U4080,Twin_Sisters,39.985,-105.412,2474.976,UDFCD,Alert,0
U4090,Magnolia,39.991,-105.371,2231.136,UDFCD,Alert,0
U410,Kelly_Dam,39.733,-104.888,1628.8512,UDFCD,Alert,0
U4100,Filter_Plant,40.011,-105.334,1938.528,UDFCD,Alert,0
U4110,Betasso,40.024,-105.345,1975.104,UDFCD,Alert,0
U4130,Swiss_Peaks,40.023,-105.429,2621.28,UDFCD,Alert,0
U4140,Logan_Mill,40.038,-105.379,2194.56,UDFCD,Alert,0
U4150,Gold_Hill,40.055,-105.4080,2474.976,UDFCD,Alert,0
U4160,Sunshine,40.063,-105.373,2304.288,UDFCD,Alert,0
U4170,Pinebrook,40.055,-105.308,2109.216,UDFCD,Alert,0
U420,Expo_Park,39.711,-104.859,1663.5984,UDFCD,Alert,0
U4240,Sunset,40.049,-105.472,2645.664,UDFCD,Alert,0
U4360,Justice_Center,40.014,-105.288,1645.92,UDFCD,Alert,0
U4530,Winiger_Ridge,39.949,-105.425,2479.8528,UDFCD,Alert,0
U4570,St_Antons,39.9842,-105.462,2545.08,UDFCD,Alert,0
U4710,Hills_Mills,40.036,-105.543,3022.092,UDFCD,Alert,0
U4730,Sugarloaf,40.018,-105.404,2395.728,UDFCD,Alert,0
U4750,Louisville_WTP,39.9914,-105.1535,1700.784,UDFCD,Alert,0
U4770,CalWood_Ranch,40.146,-105.392,2365.248,UDFCD,Alert,0
U4810,Shanahan_Ridge,39.9616,-105.2654,1795.272,UDFCD,Alert,0
U4820,Dowdy_Draw,39.932,-105.2570,1749.552,UDFCD,Alert,0
U4830,S_Boulder_Cr.at_Sans_Sou,39.958,-105.236,1795.272,UDFCD,Alert,0
U4840,SBC_at_SB_Canon_Ditch,39.974,-105.217,1524,UDFCD,Alert,0
U500,Havana_Park,39.733,-104.864,1638.3,UDFCD,Alert,0
U510,Virginia_Court,39.707,-104.839,1691.64,UDFCD,Alert,0
U530,Denver_FS_19,39.711,-104.92,1652.016,UDFCD,Alert,0
U540,Parker_and_MisS,39.696,-104.897,1664.208,UDFCD,Alert,0
U600,Harvard_Gulch_Pk,39.672,-104.982,1620.012,UDFCD,Alert,0
U610,Harvard_Jackson,39.669,-104.942,1648.968,UDFCD,Alert,0
U620,Quincy_Highline,39.639,-104.936,1673.352,UDFCD,Alert,0
U630,Temple_Pond,39.632,-104.891,1699.26,UDFCD,Alert,0
U650,Iliff_Pond,39.674,-104.911,1645.92,UDFCD,Alert,0
U700,Tollgate_at_6th,39.725,-104.818,1645.92,UDFCD,Alert,0
U710,Horseshoe_Park,39.687,-104.803,1673.352,UDFCD,Alert,0
U720,Confluence_Pond,39.667,-104.777,1697.736,UDFCD,Alert,0
U730,No_Name_at_Quincy,39.638,-104.748,1740.408,UDFCD,Alert,0
U750,Quincy_Reservoir,39.639,-104.769,1752.6,UDFCD,Alert,0
U760,Mission_Viejo_Pk,39.649,-104.7983,1725.168,UDFCD,Alert,0
U800,Sable_at_Colfax,39.745,-104.808,1655.064,UDFCD,Alert,0
U810,Grandby_Ditch,39.725,-104.797,1662.684,UDFCD,Alert,0
U820,ETG_at_Buckley,39.711,-104.79,1664.208,UDFCD,Alert,0
U830,Side_Creek_Park,39.684,-104.763,1706.88,UDFCD,Alert,0
U840,Aurora_FS_12,39.762,-104.761,1661.4648,UDFCD,Alert,0
U850,Flying_J,39.766,-104.793,1652.016,UDFCD,Alert,0
U870,Murphy_Creek,39.685,-104.71,1722.12,UDFCD,Alert,0
U900,Aurora_Res_Wx,39.606,-104.674,1819.656,UDFCD,Alert,0
U860,Sand_Creek_at_Colfax,39.741,-104.78,1655.6736,UDFCD,Alert,0
U0,Carr_St,39.805,-105.091,1987.296,UDFCD,Alert2,7.747
U1010,Denver_West,39.732,-105.1520,1731.264,UDFCD,Alert,17.5895
U1030,NREL_SERI,39.741,-105.176,1828.8,UDFCD,Alert,7.9375
U1040,Lena_at_Hwy_6,39.725,-105.193,1804.416,UDFCD,Alert,5.334
U1050,Fairgrounds,39.7189,-105.1678,1804.416,UDFCD,Alert,11.7475
U120,Croke_Pump_Stn,39.82,-105.173,1703.832,UDFCD,Alert,0
U1300,Hidden_Lake,39.818,-105.035,1612.392,UDFCD,Alert,3.556
U1310,Little_Dry_Creek_at_64th,39.813,-105.013,1609.344,UDFCD,Alert,2.286
U1340,Sanderson_Gulch,39.684,-105.05,1652.3208,UDFCD,Alert,1.016
U1400,Upper_Sloan,39.754,-105.079,1655.3688,UDFCD,Alert,1.016
U1570,Brighton_ETO,40.043,-104.848,2545.08,UDFCD,Alert2,0
U1700,Cherry_Ck_at_Champa,39.742,-104.999,2346.96,UDFCD,Alert2,0
U1900,Niver_Detention,39.857,-104.988,1608.7344,UDFCD,Alert,2.286
U210,Leyden_Conf.,39.8235,-105.127,1655.064,UDFCD,Alert,2.54
U220,Upper_Leyden,39.8446,-105.2351,1828.8,UDFCD,Alert,1.524
U2230,Bear_Creek_at_Cub,39.632,-105.321,2139.696,UDFCD,Alert,2.032
U2240,Cold_Spring_Glch,39.666,-105.275,2028.444,UDFCD,Alert,3.556
U2280,Kinney_Peak,39.601,-105.296,2346.96,UDFCD,Alert,5.334
U2340,El_Rancho,39.702,-105.33,2340.864,UDFCD,Alert,2.54
U2350,Idledale,39.671,-105.241,2054.352,UDFCD,Alert,3.048
U2360,Indian_Hills,39.637,-105.264,2217.42,UDFCD,Alert,0
U2370,Red_Rocks,39.68,-105.197,1856.232,UDFCD,Alert,2.54
U2800,E._Plum_Creek_at_Columbine,39.2825,-104.8947,1833.9816,UDFCD,Alert2,0
U2810,Pine_Cliff_Rd,39.372,-104.966,2621.28,UDFCD,Alert2,0
U2820,East_Plum_Creek,39.424,-104.908,1612.392,UDFCD,Alert2,0
U2850,Bayou_Gulch,39.4356,-104.77,1516.38,UDFCD,Alert2,0
U2860,Stroh_Rd,39.479,-104.769,1630.68,UDFCD,Alert2,0
U2870,Cottonwood_Park,39.558,-104.786,1618.488,UDFCD,Alert2,0
U2880,Happy_Canyon,39.5102,-104.8715,2474.976,UDFCD,Alert2,0
U2900,Russelville_Gulch,39.349,-104.703,1975.104,UDFCD,Alert2,0
U2910,East_Cherry_Creek_Road,39.164,-104.681,1956.816,UDFCD,Alert2,0
U2920,West_Cherry_Head,39.13,-104.809,1917.192,UDFCD,Alert2,0
U2930,Spring_Valley_Road,39.188,-104.778,1712.976,UDFCD,Alert2,0
U2940,Willow_Creek,39.294,-104.794,2139.696,UDFCD,Alert2,0
U2950,DC_Public_Works,39.406,-104.871,2453.64,UDFCD,Alert2,0
U2960,Indian_Creek,39.471,-105.002,2542.032,UDFCD,Alert2,0
U2970,Rampart_Range_Road,39.377,-105.094,1874.52,UDFCD,Alert2,0
U2980,Dakan_Road,39.302,-104.979,2281.7328,UDFCD,Alert2,0
U2990,Tomah_Road,39.295,-104.923,1641.9576,UDFCD,Alert2,0.254
U300,Van_Bibber_Park,39.795,-105.146,1684.02,UDFCD,Alert,1.524
U3000,West_Creek_Repeater,39.175,-105.034,1661.4648,UDFCD,Alert2,0
U3010,East_Plum_Creek_at_HW_105,39.1897,-104.924,1819.656,UDFCD,Alert2,0
U3020,West_Creek_Wx,39.174,-105.034,1804.416,UDFCD,Alert2,0
U3030,Bingham_Lake_Park,39.4502,-104.7393,1511.808,UDFCD,Alert2,0
U3050,3_East_West_Trailhead,39.5041,-104.9411,2365.248,UDFCD,Alert2,1.016
U3060,Fire_Station_47,39.5312,-104.6974,1697.4312,UDFCD,Alert2,0
U3080,Tallman_Gulch,39.4932,-104.7342,1981.2,UDFCD,Alert2,0
U400,Montview_Park,39.7472,-104.8797,1616.3544,UDFCD,Alert,0.762
U4060,Lakeshore,39.9571,-105.3611,2346.96,UDFCD,Alert,0
U4180,Gold_Lake,40.094,-105.444,2567.94,UDFCD,Alert2,0
U4190,Slaughterhouse,39.6082,-104.9861,1703.832,UDFCD,Alert2,0
U4200,Lazy_Acres,40.099,-105.329,1699.26,UDFCD,Alert2,0
U4220,Flings,40.1151,-105.480811,1645.92,UDFCD,Alert2,0
U4230,Golden_Age,40.125,-105.363,2075.9928,UDFCD,Alert2,0
U4250,Geer_Canyon,40.157,-105.30,1655.3688,UDFCD,Alert2,0
U4260,Taylor_Mountain,40.1932,-105.4876,1691.64,UDFCD,Alert2,0
U4270,Cannon_Mountain,40.146,-105.435,1828.8,UDFCD,Alert2,0
U4290,Red_Hill,40.188,-105.289,1684.02,UDFCD,Alert2,0
U430,Utah_Park,39.685,-104.844,2609.088,UDFCD,Alert2,0
U4300,Big_Elk_Park,40.228,-105.478,2812.0848,UDFCD,Alert2,0
U4310,Johnny_Park,40.2441,-105.402,2097.024,UDFCD,Alert2,0
U4320,Lee_Hill_Rain,40.0719,-105.3542,2621.28,UDFCD,Alert2,0
U4330,Hansen,40.169,-105.329,1619.0976,UDFCD,Alert2,0
U4340,Riverside,40.182,-105.443,1789.7856,UDFCD,Alert2,0
U4350,Conifer_Hill,40.181,-105.392,1687.3728,UDFCD,Alert2,0
U440,Aurora_FS_7,39.676,-104.823,1795.272,UDFCD,Alert2,0
U4470,Little_Narrows,40.204,-105.314,2231.136,UDFCD,Alert2,0
U4490,Apple_Valley,40.238,-105.311,2577.9984,UDFCD,Alert2,0.762
U4510,Pinewood_Spring,40.2593,-105.3556,2479.8528,UDFCD,Alert2,0
U4520,Eagle_Ridge,40.244,-105.265,2209.8,UDFCD,Alert2,0
U4550,Boulder_Jail,40.033,-105.227,1531.62,UDFCD,Alert2,0
U4790,Button_Rock,40.221,-105.369,2238.1464,UDFCD,Alert2,0
U4870,SBC_at_South_Boulder_Road,39.9828,-105.2207,1569.72,UDFCD,Alert2,0
U4880,Whispering_Pines,40.0606,-105.3647,2645.664,UDFCD,Alert2,0
U520,Jewell_Detention,39.682,-104.86,1652.016,UDFCD,Alert2,0
U640,Goldsmith_Eman,39.6565,-104.902522,2340.864,UDFCD,Alert2,0
U920,Aurora_Town_Hall_ETO,39.709,-104.812,1859.28,UDFCD,Alert2,0
